transaction_amount,customer_payment_history,previous_success_rate,previous_failure_count,failure_type,retry_count,customer_age_days,subscription_status,time_since_failure,payment_method,customer_segment,invoice_age,previous_recovery_success,recovered
678.4,27,0.8973,4,network_error,2,392,canceled,0.7,netbanking,regular,4.7,0,1
5880.72,2,0.6513,0,card_expired,3,646,trialing,4.2,card,vip,3.0,1,0
6656.67,12,0.8764,2,authentication_failed,0,72,active,2.0,upi,starter,3.9,1,1
16966.56,0,0.9127,3,insufficient_funds,0,178,canceled,2.3,card,regular,1.9,0,0
1708.21,9,0.8877,0,gateway_timeout,1,541,trialing,2.4,netbanking,regular,2.7,0,1
293.14,4,0.5032,2,insufficient_funds,0,411,trialing,2.0,card,enterprise,3.3,0,1
4143.98,13,0.6086,1,insufficient_funds,1,482,trialing,7.1,upi,enterprise,1.6,0,1
6334.34,18,0.7342,0,card_expired,3,98,active,0.4,upi,regular,1.4,1,1
8012.95,4,0.7347,1,gateway_timeout,0,87,active,2.7,card,regular,3.5,1,1
1276.74,7,0.9784,2,network_error,1,322,past_due,1.6,card,enterprise,0.1,0,1
1717.38,1,0.9848,0,network_error,2,184,active,5.9,card,enterprise,10.4,0,1
3793.26,5,0.7427,0,authentication_failed,0,509,past_due,1.1,card,starter,0.6,1,1
2206.87,4,0.758,1,gateway_timeout,1,341,active,2.4,card,regular,0.2,1,1
10048.87,1,0.5177,4,gateway_timeout,2,108,active,6.0,card,regular,1.8,0,1
3409.99,21,0.8515,1,insufficient_funds,0,437,trialing,2.1,upi,regular,2.6,0,1
8236.67,1,0.7993,0,authentication_failed,0,640,unpaid,1.5,upi,regular,1.2,0,1
4544.89,9,0.7788,1,insufficient_funds,0,32,past_due,4.8,card,enterprise,4.3,0,1
7616.01,20,0.973,1,card_expired,2,193,active,2.5,netbanking,enterprise,0.6,0,1
2222.38,23,0.8113,1,network_error,1,211,past_due,3.4,upi,regular,1.9,0,0
9101.62,14,0.406,2,insufficient_funds,1,16,active,1.7,card,enterprise,13.3,1,1
1804.97,1,0.8282,4,gateway_timeout,0,4,paused,4.0,wallet,enterprise,2.0,0,1
4149.38,16,0.7684,3,gateway_timeout,0,50,past_due,4.4,card,starter,8.3,0,0
1404.04,3,0.8001,3,insufficient_funds,1,451,past_due,2.3,card,starter,6.5,1,0
3426.8,24,0.7563,1,insufficient_funds,1,256,active,0.8,card,enterprise,1.7,1,1
2114.91,11,0.5494,3,card_expired,2,50,trialing,1.3,upi,regular,1.2,1,0
1751.03,14,0.8841,2,insufficient_funds,2,234,trialing,1.6,upi,starter,2.7,1,1
17253.97,0,0.5189,4,gateway_timeout,2,248,past_due,2.6,wallet,enterprise,13.4,1,0
1072.21,8,0.8433,0,authentication_failed,3,158,paused,10.7,upi,regular,0.8,0,1
7939.97,16,0.7141,0,gateway_timeout,2,187,active,0.1,card,enterprise,1.8,0,1
20927.65,18,0.4009,3,insufficient_funds,1,295,active,0.9,upi,regular,0.3,0,1
300.51,0,0.6329,0,card_expired,0,579,active,0.1,card,vip,4.9,0,1
6203.68,26,0.7126,1,insufficient_funds,1,487,active,4.0,upi,regular,0.7,1,1
1657.86,0,0.8187,0,network_error,0,309,active,1.1,card,vip,2.2,0,1
406.65,9,0.7663,3,insufficient_funds,0,485,active,20.6,netbanking,enterprise,5.0,1,1
2778.27,11,0.9301,2,insufficient_funds,1,247,active,0.9,wallet,enterprise,5.7,1,1
13883.62,1,0.7128,2,insufficient_funds,1,347,past_due,2.4,upi,regular,3.9,0,1
259.17,0,0.6951,1,insufficient_funds,1,538,unpaid,1.5,upi,regular,0.6,0,1
4632.27,14,0.6428,0,card_expired,2,528,active,1.2,netbanking,starter,6.6,0,1
3679.72,4,0.7382,5,insufficient_funds,1,418,active,12.5,card,enterprise,1.1,1,1
10532.99,1,0.5415,1,card_expired,4,199,active,8.4,card,regular,5.5,1,1
638.7,13,0.8731,0,authentication_failed,0,53,active,0.1,upi,enterprise,8.4,0,1
5921.07,17,0.6971,0,gateway_timeout,0,459,active,1.8,card,vip,2.0,1,1
5898.89,8,0.8357,3,card_expired,0,356,active,4.3,card,starter,2.2,0,1
5729.39,1,0.5553,0,authentication_failed,1,370,active,2.6,upi,regular,8.6,0,1
14465.48,0,0.7663,1,authentication_failed,0,34,trialing,16.7,card,regular,5.8,0,1
8860.5,11,0.9211,1,gateway_timeout,1,486,active,5.0,card,enterprise,4.3,0,1
414.4,7,0.5769,1,insufficient_funds,0,400,active,3.8,wallet,regular,1.8,1,1
3384.62,9,0.9614,3,insufficient_funds,2,127,active,2.0,card,vip,4.1,1,1
2737.1,15,0.5384,3,authentication_failed,0,164,unpaid,0.7,card,regular,6.9,0,1
2056.39,5,0.4175,1,insufficient_funds,0,772,active,5.0,upi,regular,0.4,0,1
3201.35,1,0.503,1,authentication_failed,4,12,active,0.2,card,regular,3.5,0,0
2624.12,26,0.6103,2,authentication_failed,0,36,active,10.5,card,regular,0.9,1,1
3031.11,7,0.5596,1,insufficient_funds,3,425,paused,1.9,card,regular,29.1,0,0
19578.91,9,0.8063,0,insufficient_funds,0,238,active,3.2,card,regular,3.0,0,1
664.05,25,0.9652,2,authentication_failed,0,14,active,2.1,wallet,starter,1.1,1,1
12970.05,25,0.7012,2,authentication_failed,3,300,past_due,1.8,card,regular,2.2,0,1
3471.91,8,0.5077,1,insufficient_funds,1,123,past_due,16.3,upi,enterprise,0.3,1,1
5087.4,3,0.6848,0,insufficient_funds,1,153,active,3.3,upi,regular,4.0,0,1
9065.17,55,0.4053,1,insufficient_funds,1,64,active,8.5,upi,regular,6.7,1,1
2435.05,10,0.9466,2,authentication_failed,1,49,active,0.9,card,regular,6.5,0,1
3014.3,4,0.7745,1,insufficient_funds,2,140,active,3.1,card,regular,10.9,1,1
2834.08,7,0.7369,2,insufficient_funds,1,220,active,2.7,upi,starter,4.2,1,1
2547.87,5,0.4685,1,network_error,0,61,past_due,2.0,upi,regular,6.6,1,1
13186.75,20,0.8969,2,insufficient_funds,1,152,active,2.7,card,regular,6.5,0,1
9028.41,6,0.9071,1,insufficient_funds,0,222,active,1.1,card,regular,0.9,0,1
777.05,16,0.9205,1,gateway_timeout,1,166,paused,6.3,upi,vip,4.3,1,1
772.14,17,0.6792,3,insufficient_funds,0,158,active,3.7,wallet,regular,7.7,0,1
2991.94,16,0.6259,1,insufficient_funds,1,86,active,0.5,card,vip,7.2,0,1
719.35,12,0.4545,0,insufficient_funds,1,30,active,2.6,netbanking,starter,3.0,0,1
5026.0,18,0.5845,0,insufficient_funds,0,750,active,11.5,netbanking,vip,0.3,0,1
975.62,4,0.6173,0,gateway_timeout,0,583,past_due,11.3,upi,starter,4.1,1,1
3894.63,1,0.9031,0,insufficient_funds,3,666,active,18.4,upi,enterprise,4.8,0,0
236.23,17,0.8491,1,gateway_timeout,3,198,active,1.0,upi,enterprise,5.2,0,1
2103.35,6,0.7787,2,insufficient_funds,3,76,active,6.5,netbanking,starter,9.8,1,1
5853.47,1,0.5006,1,card_expired,2,101,active,3.6,card,regular,9.9,1,1
3508.62,1,0.7917,1,card_expired,3,230,canceled,5.9,upi,regular,10.8,1,1
19345.19,1,0.9204,1,insufficient_funds,0,314,canceled,4.2,card,regular,5.6,0,1
10561.49,13,0.4754,2,authentication_failed,0,259,past_due,1.1,card,regular,0.0,0,1
2424.18,11,0.7607,0,card_expired,1,49,active,0.4,wallet,starter,4.1,1,1
432.77,2,0.6998,3,insufficient_funds,0,553,active,2.7,upi,enterprise,1.6,0,1
9541.89,17,0.8784,1,authentication_failed,0,239,active,2.0,card,enterprise,2.8,1,1
12308.78,3,0.9279,0,network_error,1,500,active,2.1,netbanking,regular,0.7,1,1
8791.45,14,0.8454,3,insufficient_funds,0,241,trialing,3.5,upi,regular,5.7,0,1
884.54,6,0.5986,1,gateway_timeout,1,130,active,5.9,upi,enterprise,4.6,1,1
31065.25,12,0.6905,2,gateway_timeout,3,23,active,5.2,upi,regular,3.8,0,1
1695.97,4,0.8323,1,gateway_timeout,1,91,canceled,2.6,card,starter,2.7,1,1
6640.49,4,0.3705,1,network_error,1,53,active,3.0,card,regular,2.4,1,1
12131.73,17,0.9059,1,gateway_timeout,1,819,active,3.5,upi,regular,2.8,1,1
1543.89,0,0.5647,3,network_error,0,128,active,5.7,card,starter,5.0,0,1
12143.91,34,0.8136,1,insufficient_funds,2,589,paused,8.5,card,enterprise,1.0,0,0
2051.56,9,0.9159,2,authentication_failed,4,101,past_due,3.0,card,regular,0.2,1,1
18935.34,5,0.7217,3,insufficient_funds,1,34,trialing,8.0,card,regular,2.3,0,1
1851.28,9,0.7578,0,gateway_timeout,3,416,trialing,10.9,card,starter,0.8,0,0
15534.62,1,0.9065,0,insufficient_funds,0,159,active,0.9,card,regular,5.1,0,0
475.16,6,0.7631,1,insufficient_funds,0,476,canceled,2.5,netbanking,enterprise,4.3,1,0
6376.84,39,0.505,2,insufficient_funds,0,209,active,1.6,card,regular,28.4,0,0
3997.62,2,0.8072,1,insufficient_funds,1,27,past_due,0.6,card,regular,0.0,0,0
3449.26,12,0.3838,1,insufficient_funds,0,9,past_due,1.2,upi,regular,5.1,0,1
1464.76,5,0.8555,1,gateway_timeout,2,44,unpaid,2.1,upi,regular,2.7,1,1
6314.01,10,0.5471,1,authentication_failed,1,97,active,2.9,upi,regular,23.7,0,1
1258.6,2,0.5561,1,insufficient_funds,1,132,trialing,2.9,card,starter,5.4,0,0
4224.21,6,0.873,2,insufficient_funds,0,500,active,1.6,card,regular,6.9,1,1
1660.09,37,0.7583,2,card_expired,0,529,canceled,12.2,card,regular,17.0,0,0
15774.99,2,0.7503,3,card_expired,2,153,active,0.2,upi,vip,0.6,0,1
345.25,9,0.6192,0,card_expired,0,267,past_due,5.8,card,regular,10.6,0,1
1314.02,8,0.6745,1,network_error,1,35,active,10.2,card,starter,1.8,1,1
1587.41,7,0.7236,0,card_expired,3,758,canceled,5.9,card,regular,2.4,0,0
2872.76,9,0.7484,1,authentication_failed,3,104,paused,0.5,card,regular,10.2,1,0
1524.58,6,0.3954,3,insufficient_funds,0,262,active,8.1,netbanking,regular,4.3,0,1
3579.97,0,0.6729,2,insufficient_funds,3,202,canceled,1.4,card,enterprise,4.3,1,1
10496.84,21,0.7952,1,insufficient_funds,0,364,active,1.1,card,regular,2.6,0,0
6425.08,16,0.5922,2,card_expired,1,1221,trialing,11.4,upi,vip,0.3,1,1
4537.05,1,0.7527,2,insufficient_funds,1,143,active,2.8,upi,regular,6.0,0,1
666.08,5,0.7677,0,card_expired,1,89,unpaid,2.4,upi,starter,8.0,0,0
6120.72,13,0.595,2,insufficient_funds,1,27,active,1.2,upi,regular,6.9,1,1
1110.09,37,0.6279,1,insufficient_funds,2,393,active,3.0,wallet,regular,8.3,1,1
7917.49,28,0.6556,2,insufficient_funds,1,94,active,2.7,netbanking,enterprise,2.3,0,1
1638.79,21,0.5101,1,authentication_failed,0,147,past_due,1.7,card,starter,12.9,0,1
2898.26,1,0.9351,0,authentication_failed,3,785,active,1.6,upi,enterprise,17.6,0,1
2357.53,23,0.8342,0,gateway_timeout,1,735,active,1.3,upi,enterprise,8.5,1,1
9988.38,20,0.6334,1,gateway_timeout,0,297,active,5.2,upi,starter,7.9,1,1
876.49,4,0.5647,2,insufficient_funds,2,28,active,8.5,card,regular,7.8,1,1
4369.46,4,0.7959,0,network_error,0,149,canceled,3.6,upi,regular,1.2,1,0
966.11,5,0.7982,1,authentication_failed,1,598,active,3.1,card,enterprise,2.9,1,1
6300.44,10,0.8641,2,authentication_failed,3,176,past_due,5.5,netbanking,regular,0.6,0,0
11973.51,2,0.8166,1,authentication_failed,1,1035,trialing,3.4,card,regular,3.2,0,1
3051.18,0,0.8904,2,card_expired,0,53,active,1.5,card,regular,3.0,0,0
3548.05,1,0.7558,1,gateway_timeout,5,228,active,2.3,card,starter,0.2,0,0
13315.52,5,0.6412,1,insufficient_funds,2,53,past_due,2.1,card,enterprise,5.5,0,0
3880.18,3,0.7689,2,gateway_timeout,0,398,active,2.2,wallet,regular,0.5,0,1
3543.23,13,0.4378,0,card_expired,0,625,trialing,3.7,upi,regular,4.6,0,0
4517.65,1,0.8826,3,card_expired,4,16,active,3.0,card,enterprise,2.5,0,1
6043.51,23,0.6892,3,insufficient_funds,0,140,active,0.2,card,vip,7.6,1,1
765.19,21,0.8107,0,insufficient_funds,1,10,active,0.4,upi,vip,16.4,0,1
8804.94,22,0.5603,2,gateway_timeout,5,18,active,0.1,upi,regular,3.1,0,1
3059.12,12,0.7506,0,network_error,0,115,past_due,9.0,upi,enterprise,2.8,0,1
575.5,1,0.8902,0,authentication_failed,3,219,active,2.0,upi,regular,1.0,0,1
7913.17,5,0.8037,0,insufficient_funds,1,478,active,2.5,netbanking,regular,0.3,1,1
2565.64,1,0.3274,4,authentication_failed,0,736,paused,0.1,card,regular,1.9,1,1
728.84,41,0.4225,1,authentication_failed,0,79,active,2.1,upi,enterprise,3.2,1,1
5222.59,3,0.6928,6,insufficient_funds,1,64,past_due,4.5,upi,regular,7.5,0,0
10806.79,8,0.5878,1,insufficient_funds,1,44,active,1.2,card,starter,0.1,0,1
11135.29,14,0.9281,1,insufficient_funds,1,5,active,4.1,upi,regular,4.7,0,1
16010.53,24,0.6704,2,authentication_failed,1,192,trialing,0.3,wallet,regular,2.6,1,1
10313.62,13,0.5736,2,card_expired,1,190,active,3.1,netbanking,regular,0.9,1,1
210.72,10,0.8194,2,insufficient_funds,1,23,active,14.7,card,regular,3.7,0,1
2592.12,5,0.9115,5,authentication_failed,0,5,past_due,12.2,card,starter,10.9,0,1
8733.67,8,0.8301,3,authentication_failed,1,121,trialing,6.8,netbanking,vip,0.9,1,1
2480.53,0,0.7153,4,network_error,3,21,active,2.6,upi,vip,10.1,0,0
4800.85,20,0.8895,2,card_expired,0,15,active,0.1,upi,regular,0.6,1,1
4861.05,7,0.877,0,insufficient_funds,5,171,past_due,3.5,card,regular,12.7,0,0
2470.85,0,0.6707,3,authentication_failed,4,419,past_due,0.4,upi,regular,16.1,0,0
11941.78,23,0.8097,0,gateway_timeout,0,277,active,0.9,card,vip,5.7,0,1
3698.12,6,0.6819,3,gateway_timeout,1,42,active,3.7,upi,enterprise,0.4,0,1
3325.43,19,0.7395,1,network_error,1,271,active,2.0,netbanking,regular,3.1,1,1
30184.89,18,0.6691,1,authentication_failed,2,108,active,0.5,upi,regular,3.2,0,1
3601.16,16,0.634,1,insufficient_funds,0,23,active,0.9,upi,starter,1.4,0,1
1182.5,0,0.7179,3,authentication_failed,0,116,active,1.5,upi,starter,9.8,1,1
3798.17,2,0.8019,3,insufficient_funds,1,502,active,7.9,card,regular,0.3,0,1
8610.49,19,0.8059,1,insufficient_funds,0,58,unpaid,10.8,card,enterprise,1.5,0,1
7699.79,21,0.9658,4,authentication_failed,3,170,active,19.8,upi,enterprise,0.3,0,1
7969.58,5,0.9066,2,insufficient_funds,3,108,paused,7.8,card,regular,1.0,0,0
6355.41,5,0.6897,1,authentication_failed,0,402,active,13.5,wallet,regular,1.3,0,1
1666.61,1,0.7159,2,card_expired,1,229,active,2.9,card,enterprise,10.9,1,1
10105.56,32,0.3311,3,insufficient_funds,1,132,past_due,2.9,wallet,regular,0.1,0,0
11395.4,2,0.662,1,insufficient_funds,1,143,active,2.0,upi,regular,3.3,1,1
1279.31,2,0.4696,1,insufficient_funds,1,585,unpaid,1.4,upi,enterprise,1.7,0,1
898.93,10,0.7259,2,network_error,0,73,active,4.3,card,starter,12.1,0,1
18766.88,2,0.4185,2,insufficient_funds,0,22,active,6.4,upi,regular,0.0,0,1
10337.05,26,0.8068,0,network_error,2,480,active,14.2,upi,vip,1.1,0,1
11385.68,0,0.8672,2,network_error,2,163,past_due,4.0,netbanking,regular,8.0,0,0
11074.32,0,0.678,2,insufficient_funds,0,13,active,6.0,card,regular,3.8,0,1
4101.01,6,0.8905,1,authentication_failed,0,588,active,1.5,card,regular,2.2,1,1
5397.97,6,0.7846,3,gateway_timeout,3,248,active,1.6,upi,starter,6.4,0,1
4141.28,1,0.5192,0,insufficient_funds,0,73,active,0.1,wallet,starter,11.4,0,1
462.82,6,0.3231,3,authentication_failed,1,300,trialing,2.9,wallet,enterprise,2.1,0,1
7042.33,5,0.7818,2,insufficient_funds,4,79,active,4.1,card,starter,2.3,1,1
3719.34,20,0.8716,1,authentication_failed,3,124,active,2.4,upi,regular,6.0,1,1
5416.49,0,0.5351,1,authentication_failed,0,109,active,1.5,card,enterprise,4.7,0,0
3692.2,35,0.6337,2,gateway_timeout,2,343,unpaid,6.4,upi,regular,6.0,0,1
3584.51,9,0.37,1,insufficient_funds,1,29,active,4.1,upi,regular,5.1,0,1
1142.44,1,0.9065,3,network_error,1,83,past_due,13.4,card,vip,0.7,0,1
1833.6,0,0.6875,1,insufficient_funds,0,579,trialing,2.0,upi,regular,0.6,0,1
1064.94,7,0.3972,1,network_error,2,540,past_due,10.1,card,regular,5.3,0,0
1288.71,2,0.5435,4,gateway_timeout,2,883,active,11.5,netbanking,regular,0.7,1,0
18255.41,3,0.6629,2,gateway_timeout,2,7,active,6.2,card,starter,0.4,1,1
1030.94,2,0.8478,2,network_error,4,31,unpaid,3.8,card,regular,1.9,0,0
1768.56,9,0.9739,1,card_expired,0,862,trialing,3.7,netbanking,regular,11.9,0,1
4665.19,7,0.8192,2,insufficient_funds,4,86,paused,13.8,upi,regular,6.5,0,0
4910.33,0,0.5708,0,gateway_timeout,3,325,active,2.3,upi,regular,2.0,0,1
1036.03,7,0.6337,1,authentication_failed,0,733,active,2.6,upi,enterprise,2.0,1,1
8092.54,14,0.7576,1,authentication_failed,0,442,canceled,10.7,netbanking,enterprise,1.1,0,1
7890.31,0,0.5385,2,insufficient_funds,0,122,active,9.8,upi,starter,2.8,0,1
1554.57,20,0.7374,2,authentication_failed,0,241,active,1.4,card,enterprise,5.7,0,1
1903.07,8,0.9238,2,insufficient_funds,2,138,active,5.9,wallet,enterprise,13.6,1,1
14102.13,28,0.4363,1,insufficient_funds,0,93,active,3.1,card,enterprise,0.7,0,1
8934.07,1,0.674,1,insufficient_funds,1,340,active,4.9,card,regular,0.5,0,1
6183.28,47,0.6702,1,insufficient_funds,0,990,active,3.1,upi,regular,1.0,1,1
629.06,9,0.6583,2,network_error,1,151,canceled,1.9,upi,regular,4.3,1,1
2908.69,7,0.8911,0,card_expired,0,201,active,0.8,card,starter,5.3,1,1
4296.98,6,0.852,0,insufficient_funds,3,143,active,1.6,card,regular,0.1,1,0
1237.65,0,0.7696,1,gateway_timeout,1,933,trialing,0.3,card,vip,20.0,1,1
3173.09,26,0.6624,3,gateway_timeout,1,324,past_due,1.2,upi,regular,7.9,0,1
4794.29,9,0.7087,0,gateway_timeout,0,175,active,2.4,upi,starter,1.3,1,1
2182.85,0,0.7912,2,gateway_timeout,0,358,active,2.7,upi,enterprise,4.9,1,1
7792.16,0,0.6242,0,insufficient_funds,1,41,active,7.4,upi,starter,4.6,1,1
9376.98,0,0.9091,0,gateway_timeout,1,9,trialing,0.3,card,regular,5.2,1,1
2154.92,8,0.9035,1,insufficient_funds,1,179,active,0.2,upi,regular,12.3,0,1
9321.12,9,0.7973,0,authentication_failed,5,296,active,1.4,card,regular,0.3,1,1
746.71,6,0.5222,2,gateway_timeout,0,28,trialing,0.2,upi,starter,6.8,0,0
9292.44,3,0.9599,4,insufficient_funds,1,77,active,0.1,upi,vip,23.1,0,1
1028.8,7,0.717,0,authentication_failed,0,999,trialing,2.6,card,vip,11.2,0,1
632.84,6,0.7978,1,insufficient_funds,0,49,canceled,3.2,card,starter,2.7,0,0
5332.98,0,0.7282,3,card_expired,4,44,trialing,1.1,card,regular,5.0,1,0
3392.7,3,0.6608,0,network_error,2,119,active,11.6,wallet,starter,1.8,0,1
12123.89,0,0.6986,3,authentication_failed,1,1500,canceled,4.9,netbanking,enterprise,5.9,1,0
2456.41,21,0.988,3,authentication_failed,0,93,active,0.3,card,vip,3.6,0,1
1892.44,12,0.9341,3,insufficient_funds,2,57,active,12.5,card,starter,9.6,1,1
3673.09,52,0.6229,2,insufficient_funds,0,49,trialing,3.8,upi,regular,6.9,0,1
3243.54,3,0.8903,1,insufficient_funds,0,395,trialing,0.6,wallet,regular,0.1,0,1
2311.24,20,0.3689,0,gateway_timeout,0,452,active,0.4,upi,enterprise,18.0,1,1
6116.63,8,0.7668,2,network_error,0,314,active,0.5,wallet,regular,2.5,0,1
7326.46,5,0.6528,1,card_expired,1,535,active,2.9,upi,enterprise,1.0,1,1
9786.07,2,0.8701,0,insufficient_funds,0,583,paused,2.6,card,vip,11.3,0,1
18233.11,12,0.8773,3,gateway_timeout,1,393,active,8.2,card,vip,5.1,0,1
1750.7,22,0.899,5,network_error,2,261,active,0.7,upi,regular,5.8,0,1
6495.55,2,0.5751,3,insufficient_funds,1,369,past_due,1.2,upi,regular,0.8,1,1
2706.51,1,0.6972,2,insufficient_funds,1,801,trialing,6.0,card,regular,7.4,1,0
5851.78,11,0.8242,2,insufficient_funds,0,314,past_due,2.7,upi,regular,7.1,0,1
3431.14,35,0.9734,2,authentication_failed,2,337,active,3.9,card,starter,19.5,1,1
25594.39,13,0.7385,3,card_expired,5,105,active,2.1,card,starter,5.6,0,0
6726.38,3,0.7263,2,insufficient_funds,0,164,trialing,2.2,netbanking,regular,0.5,0,1
15434.21,5,0.577,1,insufficient_funds,1,815,active,15.3,upi,vip,2.4,0,1
9208.13,4,0.5343,0,insufficient_funds,4,545,active,11.1,upi,regular,0.5,0,0
11860.12,18,0.4288,3,authentication_failed,0,41,paused,4.4,netbanking,regular,3.9,1,1
8621.32,14,0.8784,1,insufficient_funds,0,26,trialing,1.2,card,vip,1.3,0,1
3273.15,8,0.5669,0,insufficient_funds,0,152,past_due,6.2,upi,regular,0.3,1,1
1650.35,3,0.6161,2,insufficient_funds,1,49,active,3.2,upi,regular,3.5,1,1
2512.72,26,0.5763,1,insufficient_funds,0,809,trialing,4.0,card,regular,2.6,0,1
302.22,10,0.8198,0,card_expired,0,351,active,3.8,upi,enterprise,0.6,0,1
3911.62,33,0.6566,1,insufficient_funds,1,457,active,0.1,netbanking,enterprise,11.4,0,1
3716.57,8,0.7511,3,authentication_failed,0,268,active,0.7,upi,regular,2.5,1,1
3924.84,16,0.8702,1,gateway_timeout,0,390,past_due,2.0,upi,regular,5.6,0,0
18454.3,15,0.8856,1,insufficient_funds,0,65,unpaid,0.3,wallet,enterprise,0.1,0,1
12321.17,3,0.6712,0,insufficient_funds,1,1090,active,4.8,netbanking,regular,0.6,1,1
1081.97,31,0.2883,0,insufficient_funds,5,224,active,1.0,upi,regular,7.2,0,0
2501.32,0,0.4782,3,network_error,5,104,active,10.9,card,enterprise,1.5,0,0
2957.86,13,0.9199,4,insufficient_funds,0,1084,past_due,8.7,upi,regular,5.3,0,1
2435.6,31,0.8392,0,authentication_failed,2,6,active,3.7,card,vip,9.6,0,1
8209.73,3,0.6345,4,card_expired,3,294,past_due,1.0,card,starter,9.5,1,0
3912.08,9,0.6241,0,gateway_timeout,1,441,paused,4.1,upi,starter,6.1,0,0
4444.33,7,0.4961,1,insufficient_funds,2,23,active,0.7,upi,starter,6.6,0,1
9787.07,13,0.4116,2,authentication_failed,1,418,active,2.5,wallet,enterprise,0.4,0,0
8397.63,19,0.7489,0,insufficient_funds,1,306,canceled,1.5,upi,enterprise,7.2,1,1
909.04,8,0.9482,3,insufficient_funds,1,90,active,1.6,card,starter,0.7,1,0
6457.32,16,0.4796,1,insufficient_funds,0,31,active,1.4,card,starter,6.2,0,1
3058.51,3,0.6992,0,insufficient_funds,0,373,paused,1.3,card,starter,4.5,1,1
1945.3,2,0.5313,2,insufficient_funds,0,636,active,2.7,upi,vip,0.5,1,1
456.57,5,0.4796,0,card_expired,3,141,active,1.7,card,starter,3.3,0,0
3539.83,10,0.7102,0,authentication_failed,3,213,paused,1.2,card,regular,6.9,0,1
2395.91,1,0.8811,3,network_error,3,128,active,1.0,upi,starter,2.5,0,1
1648.51,10,0.5024,2,insufficient_funds,0,360,unpaid,6.1,card,regular,12.9,0,0
6131.84,4,0.5844,1,gateway_timeout,3,494,active,0.5,netbanking,regular,5.3,1,1
7537.21,15,0.5385,0,gateway_timeout,0,237,active,1.9,card,enterprise,0.8,1,1
1603.79,0,0.4666,1,gateway_timeout,3,167,active,5.7,upi,enterprise,1.0,0,1
453.56,10,0.6795,2,gateway_timeout,0,308,canceled,0.8,card,regular,1.7,0,0
9644.2,9,0.439,1,insufficient_funds,1,139,active,1.7,upi,regular,9.6,0,1
250.05,26,0.4754,0,insufficient_funds,2,240,trialing,0.1,netbanking,regular,8.1,1,1
14032.04,11,0.7273,1,card_expired,0,181,active,5.7,card,starter,5.3,0,1
5139.2,15,0.6433,0,authentication_failed,0,49,paused,6.1,card,enterprise,6.6,1,1
2141.91,22,0.775,1,insufficient_funds,1,127,active,3.2,netbanking,regular,8.7,0,1
1614.98,10,0.8761,3,insufficient_funds,1,76,active,4.1,netbanking,regular,6.3,0,1
245.23,3,0.7441,2,authentication_failed,3,82,trialing,1.0,card,regular,3.1,1,1
1542.48,19,0.4846,1,card_expired,1,4,active,4.4,upi,regular,1.9,0,1
940.92,13,0.9782,3,insufficient_funds,0,440,trialing,7.4,wallet,regular,10.4,0,1
4935.89,5,0.8055,1,network_error,2,8,active,0.8,upi,regular,4.5,0,1
1110.88,11,0.7299,2,insufficient_funds,4,364,active,5.6,upi,regular,2.4,1,1
3960.56,19,0.5065,1,authentication_failed,1,47,active,4.3,card,enterprise,2.5,0,1
4659.41,35,0.8607,3,authentication_failed,1,679,past_due,2.2,card,regular,2.8,1,1
1969.41,28,0.7059,4,gateway_timeout,2,409,active,0.1,wallet,regular,1.5,0,1
378.47,3,0.9653,1,authentication_failed,1,31,past_due,7.0,card,regular,1.3,0,1
389.83,5,0.8717,0,insufficient_funds,0,407,active,1.7,upi,enterprise,4.1,1,1
333.5,1,0.7584,1,network_error,0,111,past_due,0.2,upi,enterprise,0.2,1,1
6918.56,2,0.8242,3,authentication_failed,0,614,past_due,5.5,upi,regular,0.3,1,1
2113.7,20,0.7326,2,insufficient_funds,2,178,canceled,9.8,upi,enterprise,10.1,1,1
8155.54,4,0.8055,2,insufficient_funds,1,331,active,1.8,netbanking,enterprise,1.2,0,0
3025.82,9,0.8357,3,authentication_failed,1,6,active,3.4,card,regular,0.2,1,1
3216.52,10,0.46,1,insufficient_funds,1,15,past_due,2.2,wallet,enterprise,23.7,0,1
3796.25,14,0.9264,1,gateway_timeout,1,1,active,1.5,wallet,regular,1.2,0,1
6441.91,1,0.6742,3,authentication_failed,4,9,unpaid,7.5,card,regular,3.3,0,0
1797.6,3,0.9781,1,insufficient_funds,0,201,past_due,0.3,card,regular,9.4,0,1
848.19,5,0.6606,0,insufficient_funds,1,383,past_due,1.0,upi,regular,6.3,0,0
4260.3,4,0.7796,2,authentication_failed,2,14,canceled,0.7,upi,vip,2.1,1,1
2179.88,38,0.679,1,card_expired,0,80,active,9.7,wallet,regular,0.8,0,1
3121.39,17,0.7247,1,authentication_failed,0,155,unpaid,6.4,netbanking,enterprise,4.7,0,1
5405.68,6,0.853,2,network_error,3,177,active,5.6,card,regular,3.0,1,1
3607.34,20,0.7667,3,gateway_timeout,4,274,active,15.6,upi,enterprise,0.3,0,0
5041.59,4,0.863,1,authentication_failed,1,20,trialing,0.6,card,enterprise,3.0,0,1
4128.51,14,0.7713,1,authentication_failed,1,365,past_due,2.4,upi,vip,0.8,1,1
6931.45,2,0.6532,5,gateway_timeout,1,40,active,5.5,upi,regular,4.3,1,1
6319.8,14,0.6579,5,insufficient_funds,2,134,active,4.7,card,regular,25.8,1,1
4019.89,5,0.2532,0,insufficient_funds,4,84,past_due,0.8,wallet,starter,0.4,1,0
